,Year,Total Human Population,Human Kcal Deficit,Total Prey Animals Population,Number of Prey Animals Eaten,Total Cereal Population (*10^3),Number of Cereal Patches Exploited,Proportion of Domestic-Type Cereal,Average Cereal Patch Density (*10^3)
0,0.00000,50.00000,0.00000,4000.00000,0.00000,3300000.00000,0.00000,0.02000,33000.00000
1,1.00000,52.00000,29347992.00000,4139.00000,6.00000,3301500.00000,16.00000,0.02156,33015.00000
2,2.00000,48.00000,26595724.70506,4295.00000,9.00000,3303000.00000,16.00000,0.02312,33030.00000
3,3.00000,47.00000,26108593.77385,4469.00000,6.00000,3304300.00000,15.00000,0.02439,33043.00000
4,4.00000,48.00000,26479164.54113,4631.00000,12.00000,3305500.00000,14.00000,0.02556,33055.00000
5,5.00000,51.00000,29175603.59292,4828.00000,11.00000,3306900.00000,15.00000,0.02703,33069.00000
6,6.00000,51.00000,28519401.50162,5014.00000,6.00000,3308400.00000,16.00000,0.02862,33084.00000
7,7.00000,52.00000,29916451.71048,5228.00000,11.00000,3309900.00000,16.00000,0.03020,33099.00000
8,8.00000,54.00000,30523685.28995,5436.00000,11.00000,3311400.00000,16.00000,0.03179,33114.00000
9,9.00000,56.00000,30900800.97236,5661.00000,24.00000,3312700.00000,15.00000,0.03309,33127.00000
10,10.00000,56.00000,31434145.88967,5882.00000,23.00000,3314200.00000,16.00000,0.03469,33142.00000
11,11.00000,59.00000,33294899.71040,6000.00000,24.00000,3315700.00000,16.00000,0.03629,33157.00000
12,12.00000,61.00000,35030697.17408,6000.00000,27.00000,3317300.00000,17.00000,0.03801,33173.00000
13,13.00000,60.00000,34232008.57324,6000.00000,43.00000,3318800.00000,16.00000,0.03962,33188.00000
14,14.00000,64.00000,36398333.97314,6000.00000,39.00000,3320300.00000,16.00000,0.04124,33203.00000
15,15.00000,62.00000,34328361.31726,6000.00000,24.00000,3322000.00000,18.00000,0.04308,33220.00000
16,16.00000,61.00000,34796818.36452,6000.00000,23.00000,3323700.00000,18.00000,0.04493,33237.00000
17,17.00000,60.00000,34052044.07468,6000.00000,29.00000,3325200.00000,17.00000,0.04648,33252.00000
18,18.00000,61.00000,33435050.73482,6000.00000,29.00000,3326600.00000,16.00000,0.04793,33266.00000
19,19.00000,62.00000,35111455.54572,6000.00000,28.00000,3328200.00000,17.00000,0.04968,33282.00000
20,20.00000,66.00000,37661194.96192,6000.00000,22.00000,3329900.00000,18.00000,0.05155,33299.00000
21,21.00000,75.00000,42690927.12202,6000.00000,36.00000,3331600.00000,18.00000,0.05342,33316.00000
22,22.00000,78.00000,44402251.26345,6000.00000,33.00000,3333600.00000,21.00000,0.05564,33336.00000
23,23.00000,77.00000,43182198.30983,6000.00000,27.00000,3335700.00000,22.00000,0.05797,33357.00000
24,24.00000,78.00000,42749274.95628,6000.00000,28.00000,3337700.00000,21.00000,0.06020,33377.00000
25,25.00000,81.00000,44590179.89075,6000.00000,32.00000,3339700.00000,21.00000,0.06244,33397.00000
26,26.00000,82.00000,46468701.28464,6000.00000,27.00000,3341900.00000,23.00000,0.06492,33419.00000
27,27.00000,86.00000,47935320.58931,6000.00000,25.00000,3344100.00000,23.00000,0.06741,33441.00000
28,28.00000,81.00000,45305556.40222,6000.00000,27.00000,3346400.00000,24.00000,0.07002,33464.00000
29,29.00000,79.00000,43724382.71708,6000.00000,29.00000,3348400.00000,22.00000,0.07222,33484.00000
30,30.00000,79.00000,44579907.92938,6000.00000,15.00000,3350600.00000,23.00000,0.07474,33506.00000
31,31.00000,76.00000,43116236.82559,6000.00000,27.00000,3352600.00000,22.00000,0.07697,33526.00000
32,32.00000,74.00000,40656541.85435,6000.00000,19.00000,3354400.00000,21.00000,0.07909,33544.00000
33,33.00000,77.00000,43317970.41861,6000.00000,6.00000,3356500.00000,22.00000,0.08153,33565.00000
34,34.00000,74.00000,42376032.56021,6000.00000,20.00000,3358600.00000,22.00000,0.08397,33586.00000
35,35.00000,73.00000,41245228.03960,6000.00000,17.00000,3360500.00000,21.00000,0.08612,33605.00000
36,36.00000,78.00000,42753912.78442,6000.00000,17.00000,3362200.00000,20.00000,0.08798,33622.00000
37,37.00000,79.00000,44126384.43079,6000.00000,15.00000,3364300.00000,22.00000,0.09045,33643.00000
38,38.00000,82.00000,45986555.81601,6000.00000,19.00000,3366400.00000,22.00000,0.09293,33664.00000
39,39.00000,84.00000,47009871.85826,6000.00000,16.00000,3368600.00000,23.00000,0.09554,33686.00000
40,40.00000,82.00000,46415159.80589,6000.00000,13.00000,3370900.00000,24.00000,0.09828,33709.00000
41,41.00000,86.00000,47746382.21593,6000.00000,24.00000,3372800.00000,22.00000,0.10043,33728.00000
42,42.00000,84.00000,47182397.09028,6000.00000,16.00000,3375100.00000,24.00000,0.10319,33751.00000
43,43.00000,82.00000,46241155.37577,6000.00000,9.00000,3377400.00000,24.00000,0.10597,33774.00000
44,44.00000,82.00000,45708677.36873,6000.00000,10.00000,3379500.00000,23.00000,0.10846,33795.00000
45,45.00000,84.00000,46313717.92810,6000.00000,6.00000,3381600.00000,23.00000,0.11113,33816.00000
46,46.00000,84.00000,47651142.01794,6000.00000,8.00000,3383900.00000,24.00000,0.11394,33839.00000
47,47.00000,85.00000,47814708.24320,6000.00000,17.00000,3386000.00000,23.00000,0.11647,33860.00000
48,48.00000,84.00000,46948912.35414,6000.00000,5.00000,3388300.00000,24.00000,0.11930,33883.00000
49,49.00000,84.00000,45992663.71718,6000.00000,7.00000,3390400.00000,23.00000,0.12185,33904.00000
50,50.00000,81.00000,44811779.74796,6000.00000,9.00000,3392600.00000,23.00000,0.12459,33926.00000
51,51.00000,82.00000,45631090.51764,6000.00000,12.00000,3394600.00000,22.00000,0.12704,33946.00000
52,52.00000,86.00000,48307887.20637,6000.00000,5.00000,3396800.00000,23.00000,0.12980,33968.00000
53,53.00000,81.00000,44643437.29691,6000.00000,12.00000,3399000.00000,23.00000,0.13257,33990.00000
54,54.00000,84.00000,47917214.94451,6000.00000,4.00000,3401200.00000,23.00000,0.13535,34012.00000
55,55.00000,83.00000,45885723.75201,6000.00000,4.00000,3403400.00000,23.00000,0.13815,34034.00000
56,56.00000,83.00000,46750467.33988,6000.00000,5.00000,3405600.00000,23.00000,0.14095,34056.00000
57,57.00000,81.00000,45973449.34627,6000.00000,6.00000,3407800.00000,23.00000,0.14377,34078.00000
58,58.00000,77.00000,42826523.75448,6000.00000,5.00000,3409800.00000,22.00000,0.14631,34098.00000
59,59.00000,79.00000,44033988.57443,6000.00000,4.00000,3411600.00000,21.00000,0.14855,34116.00000
60,60.00000,77.00000,44023690.29182,6000.00000,4.00000,3413600.00000,22.00000,0.15110,34136.00000
61,61.00000,83.00000,46945848.40892,6000.00000,7.00000,3415400.00000,21.00000,0.15337,34154.00000
62,62.00000,82.00000,45939679.97654,6000.00000,11.00000,3417400.00000,22.00000,0.15594,34174.00000
63,63.00000,79.00000,43720707.77982,6000.00000,3.00000,3419400.00000,22.00000,0.15853,34194.00000
64,64.00000,80.00000,43801822.35519,6000.00000,2.00000,3421200.00000,21.00000,0.16083,34212.00000
65,65.00000,80.00000,43847277.55673,6000.00000,5.00000,3423000.00000,21.00000,0.16314,34230.00000
66,66.00000,80.00000,45439277.20371,6000.00000,1.00000,3425000.00000,22.00000,0.16575,34250.00000
67,67.00000,83.00000,47540209.95930,6000.00000,3.00000,3427000.00000,22.00000,0.16838,34270.00000
68,68.00000,83.00000,45724787.54487,6000.00000,1.00000,3429000.00000,22.00000,0.17102,34290.00000
69,69.00000,81.00000,44931513.12480,6000.00000,2.00000,3431000.00000,22.00000,0.17384,34310.00000
70,70.00000,83.00000,47431050.08767,6000.00000,3.00000,3433000.00000,22.00000,0.17667,34330.00000
71,71.00000,84.00000,47193757.96247,6000.00000,4.00000,3435000.00000,22.00000,0.17951,34350.00000
72,72.00000,89.00000,49220639.90315,6000.00000,2.00000,3437000.00000,22.00000,0.18237,34370.00000
73,73.00000,90.00000,51202806.68401,6000.00000,0.00000,3439300.00000,24.00000,0.18551,34393.00000
74,74.00000,85.00000,48264391.51770,6000.00000,1.00000,3441600.00000,24.00000,0.18866,34416.00000
75,75.00000,89.00000,49484715.17528,6000.00000,4.00000,3443500.00000,22.00000,0.19123,34435.00000
76,76.00000,92.00000,51266835.31082,6000.00000,4.00000,3445600.00000,23.00000,0.19427,34456.00000
77,77.00000,93.00000,52075020.45115,6000.00000,1.00000,3447900.00000,24.00000,0.19746,34479.00000
78,78.00000,92.00000,51172093.21581,6000.00000,1.00000,3450200.00000,24.00000,0.20067,34502.00000
79,79.00000,91.00000,51365104.07579,6000.00000,1.00000,3452500.00000,24.00000,0.20389,34525.00000
80,80.00000,95.00000,52222017.09414,6000.00000,2.00000,3454600.00000,23.00000,0.20500,34546.00000
81,81.00000,96.00000,52743086.75966,6000.00000,1.00000,3456900.00000,24.00000,0.20641,34569.00000
82,82.00000,97.00000,55257522.99287,6000.00000,2.00000,3459300.00000,25.00000,0.20783,34593.00000
83,83.00000,99.00000,55919364.65379,6000.00000,2.00000,3461700.00000,25.00000,0.20924,34617.00000
84,84.00000,101.00000,55717962.44564,6000.00000,0.00000,3464100.00000,25.00000,0.21066,34641.00000
85,85.00000,102.00000,57874552.94678,6000.00000,2.00000,3466600.00000,26.00000,0.21208,34666.00000
86,86.00000,103.00000,58629002.39165,6000.00000,6.00000,3469100.00000,26.00000,0.21351,34691.00000
87,87.00000,100.00000,55929727.78706,6000.00000,2.00000,3471600.00000,26.00000,0.21493,34716.00000
88,88.00000,101.00000,55952841.70385,6000.00000,2.00000,3473900.00000,25.00000,0.21606,34739.00000
89,89.00000,102.00000,58030277.55935,6000.00000,0.00000,3476400.00000,26.00000,0.21749,34764.00000
90,90.00000,104.00000,58701284.71325,6000.00000,0.00000,3478900.00000,26.00000,0.21893,34789.00000
91,91.00000,102.00000,56635070.40961,6000.00000,0.00000,3481400.00000,26.00000,0.22022,34814.00000
92,92.00000,98.00000,55656474.60637,6000.00000,0.00000,3483900.00000,26.00000,0.22152,34839.00000
93,93.00000,101.00000,57605299.43582,6000.00000,2.00000,3486200.00000,25.00000,0.22252,34862.00000
94,94.00000,101.00000,56055461.87049,6000.00000,2.00000,3488500.00000,25.00000,0.22337,34885.00000
95,95.00000,105.00000,58172922.61201,6000.00000,1.00000,3490800.00000,25.00000,0.22394,34908.00000
96,96.00000,104.00000,57834400.14979,6000.00000,1.00000,3493300.00000,26.00000,0.22481,34933.00000
97,97.00000,106.00000,59571045.34552,6000.00000,1.00000,3495800.00000,26.00000,0.22554,34958.00000
98,98.00000,108.00000,59815562.66574,6000.00000,2.00000,3498300.00000,26.00000,0.22626,34983.00000
99,99.00000,109.00000,61388039.29434,6000.00000,0.00000,3500900.00000,27.00000,0.22713,35009.00000
100,100.00000,107.00000,59846409.28573,6000.00000,0.00000,3503500.00000,27.00000,0.22801,35035.00000
101,101.00000,109.00000,59937166.41823,6000.00000,1.00000,3505900.00000,26.00000,0.22858,35059.00000
102,102.00000,108.00000,60575218.91197,6000.00000,0.00000,3508500.00000,27.00000,0.22945,35085.00000
103,103.00000,114.00000,64666979.64468,6000.00000,1.00000,3511100.00000,27.00000,0.23033,35111.00000
104,104.00000,114.00000,63705789.92285,6000.00000,0.00000,3513800.00000,28.00000,0.23135,35138.00000
105,105.00000,116.00000,64917575.82499,6000.00000,0.00000,3516500.00000,28.00000,0.23238,35165.00000
106,106.00000,113.00000,62455053.54506,6000.00000,1.00000,3519200.00000,28.00000,0.23340,35192.00000
107,107.00000,117.00000,66246723.42701,6000.00000,0.00000,3521900.00000,28.00000,0.23443,35219.00000
108,108.00000,120.00000,65974585.81538,6000.00000,1.00000,3524600.00000,28.00000,0.23546,35246.00000
109,109.00000,124.00000,69213513.63981,6000.00000,2.00000,3527400.00000,29.00000,0.23663,35274.00000
110,110.00000,126.00000,70368885.39235,6000.00000,0.00000,3530300.00000,30.00000,0.23796,35303.00000
111,111.00000,127.00000,69973249.25546,6000.00000,0.00000,3533200.00000,30.00000,0.23929,35332.00000
112,112.00000,121.00000,66450931.72590,6000.00000,1.00000,3536100.00000,30.00000,0.24047,35361.00000
113,113.00000,118.00000,65628000.87100,6000.00000,0.00000,3538800.00000,29.00000,0.24135,35388.00000
114,114.00000,116.00000,64161788.96424,6000.00000,2.00000,3541300.00000,28.00000,0.24194,35413.00000
115,115.00000,113.00000,63544073.20106,6000.00000,1.00000,3543900.00000,28.00000,0.24253,35439.00000
116,116.00000,109.00000,60645598.35592,6000.00000,1.00000,3546300.00000,27.00000,0.24297,35463.00000
117,117.00000,110.00000,60865193.94240,6000.00000,0.00000,3548500.00000,26.00000,0.24311,35485.00000
118,118.00000,111.00000,60915520.48089,6000.00000,0.00000,3550800.00000,26.00000,0.24325,35508.00000
119,119.00000,112.00000,63564229.55041,6000.00000,1.00000,3553300.00000,27.00000,0.24384,35533.00000
120,120.00000,110.00000,62006283.17957,6000.00000,1.00000,3555800.00000,27.00000,0.24443,35558.00000
121,121.00000,110.00000,60582026.04077,6000.00000,0.00000,3558100.00000,26.00000,0.24473,35581.00000
122,122.00000,115.00000,63538243.45409,6000.00000,1.00000,3560400.00000,26.00000,0.24502,35604.00000
123,123.00000,117.00000,64566049.18770,6000.00000,2.00000,3562900.00000,27.00000,0.24561,35629.00000
124,124.00000,117.00000,65864231.99391,6000.00000,1.00000,3565600.00000,28.00000,0.24651,35656.00000
125,125.00000,114.00000,64490714.19579,6000.00000,2.00000,3568300.00000,28.00000,0.24740,35683.00000
126,126.00000,116.00000,64547489.27766,6000.00000,0.00000,3570800.00000,27.00000,0.24800,35708.00000
127,127.00000,117.00000,64243213.48952,6000.00000,1.00000,3573300.00000,27.00000,0.24860,35733.00000
128,128.00000,114.00000,64622071.71164,6000.00000,1.00000,3576000.00000,28.00000,0.24950,35760.00000
129,129.00000,117.00000,65372274.93600,6000.00000,0.00000,3578500.00000,27.00000,0.25010,35785.00000
130,130.00000,118.00000,66855007.42544,6000.00000,0.00000,3581200.00000,28.00000,0.25100,35812.00000
131,131.00000,120.00000,67672320.75224,6000.00000,1.00000,3583900.00000,28.00000,0.25190,35839.00000
132,132.00000,122.00000,67784293.76735,6000.00000,1.00000,3586600.00000,28.00000,0.25280,35866.00000
133,133.00000,118.00000,64611426.71928,6000.00000,1.00000,3589300.00000,28.00000,0.25370,35893.00000
134,134.00000,117.00000,66208219.85691,6000.00000,0.00000,3592000.00000,28.00000,0.25461,35920.00000
135,135.00000,117.00000,64825879.80043,6000.00000,3.00000,3594500.00000,27.00000,0.25521,35945.00000
136,136.00000,117.00000,64596199.55553,6000.00000,1.00000,3597000.00000,27.00000,0.25582,35970.00000
137,137.00000,119.00000,65777617.45207,6000.00000,1.00000,3599500.00000,27.00000,0.25643,35995.00000
138,138.00000,117.00000,66360101.09501,6000.00000,2.00000,3602200.00000,28.00000,0.25733,36022.00000
139,139.00000,115.00000,63782246.57373,6000.00000,1.00000,3604700.00000,27.00000,0.25794,36047.00000
140,140.00000,118.00000,66448496.83503,6000.00000,0.00000,3607200.00000,27.00000,0.25840,36072.00000
141,141.00000,117.00000,64336547.88731,6000.00000,0.00000,3609700.00000,27.00000,0.25886,36097.00000
142,142.00000,121.00000,67152167.97030,6000.00000,0.00000,3612200.00000,27.00000,0.25917,36122.00000
143,143.00000,121.00000,67736448.95579,6000.00000,1.00000,3614900.00000,28.00000,0.25977,36149.00000
144,144.00000,119.00000,66578537.11369,6000.00000,0.00000,3617600.00000,28.00000,0.26038,36176.00000
145,145.00000,122.00000,67014097.87455,6000.00000,1.00000,3620100.00000,27.00000,0.26069,36201.00000
146,146.00000,124.00000,68936414.92724,6000.00000,0.00000,3622800.00000,28.00000,0.26115,36228.00000
147,147.00000,125.00000,68632981.65940,6000.00000,1.00000,3625500.00000,28.00000,0.26160,36255.00000
148,148.00000,123.00000,69497300.80413,6000.00000,0.00000,3628300.00000,29.00000,0.26221,36283.00000
149,149.00000,119.00000,66079266.47475,6000.00000,1.00000,3630900.00000,28.00000,0.26252,36309.00000
150,150.00000,123.00000,67803202.88645,6000.00000,0.00000,3633400.00000,27.00000,0.26268,36334.00000
151,151.00000,123.00000,68250028.79842,6000.00000,0.00000,3636100.00000,28.00000,0.26314,36361.00000
152,152.00000,120.00000,66851891.50180,6000.00000,1.00000,3638800.00000,28.00000,0.26359,36388.00000
153,153.00000,122.00000,66934430.82238,6000.00000,0.00000,3641300.00000,27.00000,0.26375,36413.00000
154,154.00000,122.00000,68486597.04052,6000.00000,0.00000,3644000.00000,28.00000,0.26421,36440.00000
155,155.00000,127.00000,71310626.16673,6000.00000,0.00000,3646700.00000,28.00000,0.26467,36467.00000
156,156.00000,128.00000,71814311.16412,6000.00000,0.00000,3649500.00000,29.00000,0.26528,36495.00000
157,157.00000,128.00000,71369345.98534,6000.00000,0.00000,3652300.00000,29.00000,0.26574,36523.00000
158,158.00000,126.00000,70525160.68684,6000.00000,1.00000,3655100.00000,29.00000,0.26620,36551.00000
159,159.00000,124.00000,70460045.69424,6000.00000,0.00000,3657900.00000,29.00000,0.26666,36579.00000
160,160.00000,129.00000,71762364.84859,6000.00000,0.00000,3660500.00000,28.00000,0.26682,36605.00000
161,161.00000,130.00000,72264693.01301,6000.00000,0.00000,3663300.00000,29.00000,0.26728,36633.00000
162,162.00000,127.00000,70167758.62468,6000.00000,0.00000,3666100.00000,29.00000,0.26774,36661.00000
163,163.00000,132.00000,74640894.74572,6000.00000,0.00000,3668900.00000,29.00000,0.26820,36689.00000
164,164.00000,126.00000,71363824.54025,6000.00000,0.00000,3671800.00000,30.00000,0.26881,36718.00000
165,165.00000,123.00000,67975302.42241,6000.00000,1.00000,3674300.00000,28.00000,0.26883,36743.00000
166,166.00000,121.00000,68420073.74953,6000.00000,0.00000,3676900.00000,28.00000,0.26899,36769.00000
167,167.00000,119.00000,65853071.19585,6000.00000,0.00000,3679300.00000,27.00000,0.26885,36793.00000
168,168.00000,120.00000,67695246.63078,6000.00000,1.00000,3681700.00000,27.00000,0.26871,36817.00000
169,169.00000,121.00000,67578904.79532,6000.00000,0.00000,3684100.00000,27.00000,0.26858,36841.00000
170,170.00000,123.00000,68168045.67539,6000.00000,0.00000,3686500.00000,27.00000,0.26844,36865.00000
171,171.00000,122.00000,69208281.70414,6000.00000,0.00000,3689100.00000,28.00000,0.26860,36891.00000
172,172.00000,125.00000,68820798.67898,6000.00000,0.00000,3691600.00000,27.00000,0.26845,36916.00000
173,173.00000,130.00000,72605016.35807,6000.00000,0.00000,3694300.00000,28.00000,0.26860,36943.00000
174,174.00000,131.00000,73146594.21275,6000.00000,0.00000,3697100.00000,29.00000,0.26891,36971.00000
175,175.00000,131.00000,72840644.85248,6000.00000,1.00000,3699900.00000,29.00000,0.26922,36999.00000
176,176.00000,129.00000,71671238.72987,6000.00000,0.00000,3702700.00000,29.00000,0.26953,37027.00000
177,177.00000,131.00000,73944875.86928,6000.00000,0.00000,3705500.00000,29.00000,0.26984,37055.00000
178,178.00000,130.00000,72386056.29507,6000.00000,0.00000,3708300.00000,29.00000,0.27014,37083.00000
179,179.00000,131.00000,73722780.03159,6000.00000,1.00000,3711100.00000,29.00000,0.27045,37111.00000
180,180.00000,132.00000,73648547.10324,6000.00000,0.00000,3713900.00000,29.00000,0.27076,37139.00000
181,181.00000,131.00000,72637357.53440,6000.00000,0.00000,3716700.00000,29.00000,0.27107,37167.00000
182,182.00000,136.00000,76164211.34948,6000.00000,1.00000,3719500.00000,29.00000,0.27138,37195.00000
183,183.00000,134.00000,75126142.01096,6000.00000,1.00000,3722400.00000,30.00000,0.27184,37224.00000
184,184.00000,131.00000,71964445.94465,6000.00000,1.00000,3725100.00000,29.00000,0.27200,37251.00000
185,185.00000,131.00000,73521104.89407,6000.00000,0.00000,3727900.00000,29.00000,0.27231,37279.00000
186,186.00000,136.00000,76342633.21667,6000.00000,0.00000,3730700.00000,29.00000,0.27262,37307.00000
187,187.00000,136.00000,76414197.16489,6000.00000,0.00000,3733600.00000,30.00000,0.27308,37336.00000
188,188.00000,137.00000,77062407.14756,6000.00000,0.00000,3736500.00000,30.00000,0.27355,37365.00000
189,189.00000,138.00000,77163193.95232,6000.00000,0.00000,3739400.00000,30.00000,0.27401,37394.00000
190,190.00000,138.00000,76874557.64260,6000.00000,1.00000,3742300.00000,30.00000,0.27448,37423.00000
191,191.00000,138.00000,76817498.28187,6000.00000,0.00000,3745200.00000,30.00000,0.27494,37452.00000
192,192.00000,142.00000,79108515.93365,6000.00000,0.00000,3748100.00000,30.00000,0.27541,37481.00000
193,193.00000,143.00000,80333589.63549,6000.00000,0.00000,3751100.00000,31.00000,0.27603,37511.00000
194,194.00000,145.00000,81000126.40747,6000.00000,0.00000,3754100.00000,31.00000,0.27665,37541.00000
195,195.00000,143.00000,79087282.62111,6000.00000,1.00000,3757100.00000,31.00000,0.27727,37571.00000
196,196.00000,144.00000,80691058.40547,6000.00000,0.00000,3760100.00000,31.00000,0.27789,37601.00000
197,197.00000,149.00000,83000453.88979,6000.00000,0.00000,3763100.00000,31.00000,0.27851,37631.00000
198,198.00000,152.00000,84832937.10443,6000.00000,0.00000,3766200.00000,32.00000,0.27929,37662.00000
199,199.00000,154.00000,84424255.26568,6000.00000,0.00000,3769300.00000,32.00000,0.28007,37693.00000
200,200.00000,158.00000,88495420.07846,6000.00000,0.00000,3772500.00000,33.00000,0.28101,37725.00000
201,201.00000,157.00000,88779880.46338,6000.00000,0.00000,3775800.00000,34.00000,0.28210,37758.00000
202,202.00000,160.00000,88282369.25112,6000.00000,0.00000,3779000.00000,33.00000,0.28289,37790.00000
203,203.00000,163.00000,91306243.39569,6000.00000,0.00000,3782300.00000,34.00000,0.28399,37823.00000
204,204.00000,161.00000,88750952.96244,6000.00000,0.00000,3785600.00000,34.00000,0.28509,37856.00000
205,205.00000,164.00000,91670974.34214,6000.00000,0.00000,3788900.00000,34.00000,0.28619,37889.00000
206,206.00000,162.00000,89274308.10214,6000.00000,1.00000,3792200.00000,34.00000,0.28729,37922.00000
207,207.00000,164.00000,91647454.81074,6000.00000,1.00000,3795500.00000,34.00000,0.28839,37955.00000
208,208.00000,161.00000,88935415.03721,6000.00000,0.00000,3798800.00000,34.00000,0.28949,37988.00000
209,209.00000,161.00000,90761689.35181,6000.00000,0.00000,3802100.00000,34.00000,0.29060,38021.00000
210,210.00000,167.00000,94230778.32580,6000.00000,0.00000,3805400.00000,34.00000,0.29171,38054.00000
211,211.00000,166.00000,93533851.23742,6000.00000,0.00000,3808800.00000,35.00000,0.29297,38088.00000
212,212.00000,171.00000,94068259.51263,6000.00000,0.00000,3812100.00000,34.00000,0.29394,38121.00000
213,213.00000,171.00000,94469729.66500,6000.00000,0.00000,3815500.00000,35.00000,0.29521,38155.00000
214,214.00000,169.00000,93583746.78407,6000.00000,0.00000,3818900.00000,35.00000,0.29648,38189.00000
215,215.00000,174.00000,97625670.75665,6000.00000,0.00000,3822300.00000,35.00000,0.29776,38223.00000
216,216.00000,172.00000,97014144.10035,6000.00000,0.00000,3825800.00000,36.00000,0.29919,38258.00000
217,217.00000,169.00000,93682398.04412,6000.00000,0.00000,3829200.00000,35.00000,0.30017,38292.00000
218,218.00000,167.00000,94414820.38886,6000.00000,0.00000,3832600.00000,35.00000,0.30129,38326.00000
219,219.00000,169.00000,93790761.05978,6000.00000,0.00000,3835800.00000,34.00000,0.30212,38358.00000
220,220.00000,175.00000,96140450.61283,6000.00000,0.00000,3839000.00000,34.00000,0.30294,38390.00000
221,221.00000,184.00000,100966512.97144,6000.00000,0.00000,3842400.00000,35.00000,0.30406,38424.00000
222,222.00000,184.00000,102369480.97369,6000.00000,0.00000,3846000.00000,37.00000,0.30551,38460.00000
223,223.00000,187.00000,104261913.95636,6000.00000,0.00000,3849600.00000,37.00000,0.30696,38496.00000
224,224.00000,185.00000,101774895.43685,6000.00000,0.00000,3853200.00000,37.00000,0.30841,38532.00000
225,225.00000,185.00000,103120926.67862,6000.00000,0.00000,3856800.00000,37.00000,0.30987,38568.00000
226,226.00000,191.00000,106657508.94791,6000.00000,0.00000,3860400.00000,37.00000,0.31132,38604.00000
227,227.00000,191.00000,106773435.58785,6000.00000,0.00000,3864100.00000,38.00000,0.31295,38641.00000
228,228.00000,194.00000,108696905.91026,6000.00000,0.00000,3867800.00000,38.00000,0.31457,38678.00000
229,229.00000,202.00000,111716058.93669,6000.00000,0.00000,3871500.00000,38.00000,0.31620,38715.00000
230,230.00000,207.00000,113561731.04597,6000.00000,0.00000,3875300.00000,39.00000,0.31800,38753.00000
231,231.00000,207.00000,114540560.64990,6000.00000,1.00000,3879200.00000,40.00000,0.31996,38792.00000
232,232.00000,209.00000,115823300.30124,6000.00000,0.00000,3883100.00000,40.00000,0.32193,38831.00000
233,233.00000,211.00000,116170042.37953,6000.00000,0.00000,3887000.00000,40.00000,0.32390,38870.00000
234,234.00000,219.00000,123113950.73279,6000.00000,0.00000,3891000.00000,41.00000,0.32588,38910.00000
235,235.00000,218.00000,121906444.43722,6000.00000,0.00000,3895100.00000,42.00000,0.32803,38951.00000
236,236.00000,222.00000,121676138.45640,6000.00000,0.00000,3899100.00000,41.00000,0.32988,38991.00000
237,237.00000,218.00000,121029293.82829,6000.00000,0.00000,3903200.00000,42.00000,0.33204,39032.00000
238,238.00000,217.00000,119680750.47220,6000.00000,0.00000,3907100.00000,41.00000,0.33390,39071.00000
239,239.00000,216.00000,120031501.92012,6000.00000,0.00000,3911100.00000,41.00000,0.33590,39111.00000
240,240.00000,218.00000,122044107.89479,6000.00000,0.00000,3915100.00000,41.00000,0.33791,39151.00000
241,241.00000,221.00000,122962794.36395,6000.00000,0.00000,3919100.00000,41.00000,0.33992,39191.00000
242,242.00000,218.00000,120050064.59027,6000.00000,0.00000,3923100.00000,41.00000,0.34193,39231.00000
243,243.00000,214.00000,119875921.84581,6000.00000,0.00000,3927100.00000,41.00000,0.34396,39271.00000
244,244.00000,213.00000,118456354.20377,6000.00000,0.00000,3930900.00000,40.00000,0.34555,39309.00000
245,245.00000,211.00000,118218563.08886,6000.00000,0.00000,3934700.00000,40.00000,0.34728,39347.00000
246,246.00000,210.00000,115665170.75611,6000.00000,0.00000,3938300.00000,39.00000,0.34854,39383.00000
247,247.00000,214.00000,118661463.99223,6000.00000,0.00000,3941900.00000,39.00000,0.34981,39419.00000
248,248.00000,218.00000,122364633.38807,6000.00000,0.00000,3945700.00000,40.00000,0.35138,39457.00000
249,249.00000,219.00000,121030741.72843,6000.00000,0.00000,3949500.00000,40.00000,0.35295,39495.00000
250,250.00000,214.00000,118055115.92991,6000.00000,0.00000,3953300.00000,40.00000,0.35453,39533.00000
251,251.00000,208.00000,114342026.98754,6000.00000,0.00000,3956900.00000,39.00000,0.35564,39569.00000
252,252.00000,211.00000,116062902.91773,6000.00000,0.00000,3960300.00000,38.00000,0.35645,39603.00000
253,253.00000,215.00000,120268073.30322,6000.00000,0.00000,3964000.00000,39.00000,0.35756,39640.00000
254,254.00000,214.00000,117937451.09983,6000.00000,1.00000,3967700.00000,39.00000,0.35868,39677.00000
255,255.00000,217.00000,120218822.77927,6000.00000,0.00000,3971400.00000,39.00000,0.35979,39714.00000
256,256.00000,223.00000,122111189.59328,6000.00000,0.00000,3975100.00000,39.00000,0.36074,39751.00000
257,257.00000,228.00000,125323115.89232,6000.00000,0.00000,3979000.00000,40.00000,0.36212,39790.00000
258,258.00000,227.00000,125905867.14620,6000.00000,0.00000,3983000.00000,41.00000,0.36350,39830.00000
259,259.00000,229.00000,127858085.76240,6000.00000,0.00000,3987000.00000,41.00000,0.36488,39870.00000
260,260.00000,227.00000,125978434.22798,6000.00000,0.00000,3991000.00000,41.00000,0.36609,39910.00000
261,261.00000,232.00000,130102589.11281,6000.00000,0.00000,3995000.00000,41.00000,0.36730,39950.00000
